event,event_date,asset,asset_name,day,AR,CAR,direction
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,-3,1.0555905127607705,0.290991872001114,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,-2,-0.7979886079276208,-0.5069967359265068,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,-1,-0.13124811300818795,-0.6382448489346948,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,0,-0.42552483626615345,-1.0637696852008482,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,1,0.4778078252476248,-0.5859618599532235,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,2,-1.0757765094350653,-1.6617383693882888,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,3,2.5677501408986654,0.9060117715103766,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,4,1.3665378895804452,2.272549661090822,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,5,-3.279005758145367,-1.0064560970545453,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,6,-1.3558978498756837,-2.362353946930229,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,7,1.5825030466331982,-0.7798509002970309,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,8,1.464571247742109,0.684720347445078,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,9,-0.3284583062232477,0.35626204122183036,green_positive
Biden LNG Export Pause,2024-01-26,ICLN,Clean Energy,10,0.8553347994330258,1.211596840654856,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,-5,-0.11334103529168998,-0.11334103529168998,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,-4,0.3511544876064493,0.2378134523147593,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,-3,0.15630569629233276,0.3941191486070921,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,-2,1.4349132560661892,1.8290324046732813,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,-1,2.068381390499021,3.8974137951723025,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,0,0.8531593119014368,4.750573107073739,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,1,-0.3985839685614528,4.351989138512287,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,2,1.1232158458484542,5.475204984360741,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,3,-1.1595180668917688,4.315686917468972,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,4,-0.47502812159417895,3.840658795874793,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,5,-0.21684430232529558,3.6238144935494976,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,6,-0.0410465820004903,3.5827679115490074,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,7,0.269381717999461,3.8521496295484683,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,8,-0.0697904833679984,3.78235914618047,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,9,1.0668717289021634,4.849230875082633,green_positive
Biden LNG Export Pause,2024-01-26,XLE,Fossil Fuels,10,-1.7184477270908225,3.130783147991811,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,-5,-0.6339098866923502,-0.6339098866923502,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,-4,1.4029347300778752,0.769024843385525,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,-3,0.45976110110276536,1.2287859444882905,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,-2,-1.1492521058560379,0.07953383863225261,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,-1,1.4491944919126334,1.528728330544886,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,0,1.0230759796592181,2.551804310204104,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,1,0.15272825464934492,2.704532564853449,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,2,1.635659080093384,4.340191644946833,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,3,0.24920973260786544,4.589401377554698,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,4,-3.9979553989701038,0.5914459785845945,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,5,-1.2438695089378171,-0.6524235303532226,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,6,-0.8436056515292717,-1.4960291818824945,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,7,0.6056706489349323,-0.8903585329475622,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,8,-0.08724046459120449,-0.9775989975387667,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,9,-1.0714168555624033,-2.04901585310117,green_positive
SEC Climate Disclosure Rule,2024-03-06,ICLN,Clean Energy,10,1.1216252795234876,-0.9273905735776824,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,-5,-0.057477697054477195,-0.057477697054477195,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,-4,0.41478907694255607,0.3573113798880789,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,-3,0.8286557319344016,1.1859671118224804,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,-2,-0.9432724778067135,0.24269463401576685,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,-1,1.2614702878293378,1.5041649218451045,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,0,0.17233834862930994,1.6765032704744145,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,1,0.49696039545980797,2.1734636659342224,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,2,0.6981472119993148,2.871610877933537,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,3,1.1472523499993308,4.018863227932868,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,4,-0.5420764791729663,3.4767867487599013,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,5,1.7353657157948372,5.212152464554738,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,6,1.1932638685333299,6.405416333088068,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,7,0.6792924193998073,7.084708752487876,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,8,0.1689947658840227,7.253703518371898,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,9,0.9752823882522413,8.228985906624139,green_positive
SEC Climate Disclosure Rule,2024-03-06,XLE,Fossil Fuels,10,-0.4606530753888508,7.768332831235289,green_positive
